DOI,grantid__bmgf,publisher_simple,journal,journal_oa_type,published_date,oa_status,publisher_license_best,apc_cost,invoice_number,invoice_date,invoice_year
10.3390/tropicalmed8040216,OPP1197730;INV-009390,mdpi,Tropical Medicine and Infectious Disease,gold,2023-04-04,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.1080/23288604.2023.2183552,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-04-04,gold,cc-by,740,6687312924,2023-05-10,2023
10.1007/s10815-023-02779-y,INV-003385,springer/nature/bmc,Journal of Assisted Reproduction and Genetics,transformative,2023-04-04,hybrid,cc-by,4470,1452411824,2023-04-09,2023
10.1186/s12913-023-09279-w,OPP1175038,springer/nature/bmc,BMC Health Services Research,gold,2023-04-04,gold,cc-by,3070,6106651298,2023-03-30,2023
10.3389/fpls.2023.1120189,INV-008053,frontiers,Frontiers in Plant Science,gold,2023-04-04,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.1371/journal.pgph.0001413,INV-033650,plos,PLOS Global Public Health,gold,2023-04-04,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.12688/gatesopenres.13276.3,INV-007156,f1000 research ltd,Gates Open Research,gold,2023-04-03,gold,cc-by,1150,6686125062,2021-06-21,2021
10.3389/fsufs.2023.1027270,OPP1114827,frontiers,Frontiers in Sustainable Food Systems,gold,2023-04-03,gold,cc-by,2080,2023-0911669-2,2023-04-09,2023
10.3389/fcimb.2023.1074847,OPP1068252,frontiers,Frontiers in Cellular and Infection Microbiology,gold,2023-04-03,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.1016/j.vaccine.2023.01.075,INV-006104,elsevier,Vaccine,transformative,2023-04-01,hybrid,cc-by,3350,1289170,2023-03-08,2023
10.1136/bmjopen-2022-069195,INV-037646,bmj,BMJ Open,gold,2023-04-01,gold,cc-by,2440,APC600401726,2023-03-30,2023
10.1016/j.jvacx.2022.100255,OPP1204376,elsevier,Vaccine: X,gold,2023-04-01,gold,cc-by,1800,1284170,2023-02-06,2023
10.1016/j.dcn.2023.101210,OPP1017641,elsevier,Developmental Cognitive Neuroscience,gold,2023-04-01,gold,cc-by,3120,1289170,2023-03-08,2023
10.1016/j.vaccine.2022.02.050,INV-017112,elsevier,Vaccine,transformative,2023-04-01,hybrid,cc-by,790,W1595377,2022-05-17,2022
10.1016/j.xhgg.2023.100184,OPP1017641,elsevier,Human Genetics and Genomics Advances,gold,2023-04-01,gold,cc-by,1650,1289170,2023-03-08,2023
10.1097/hs9.0000000000000854,INV-008034,wolters kluwer,HemaSphere,gold,2023-04-01,gold,cc-by,1350,APC600398513,2023-03-14,2023
10.1136/bmjopen-2022-069257,OPP1166485,bmj,BMJ Open,gold,2023-04-01,gold,cc-by,2460,APC600403259,2023-04-09,2023
10.1016/j.heliyon.2023.e15241,,elsevier,Heliyon,gold,2023-04-01,gold,cc-by,1950,1300171,2023-06-22,2023
10.1016/j.heliyon.2023.e15320,,elsevier,Heliyon,gold,2023-04-01,gold,cc-by,1950,1300171,2023-06-22,2023
10.1016/j.ejmech.2023.115287,OPP38920,elsevier,European Journal of Medicinal Chemistry,transformative,2023-04-01,hybrid,cc-by,4710,1300171,2023-06-22,2023
10.1016/j.envc.2023.100717,OPP1069575,elsevier,Environmental Challenges,gold,2023-04-01,gold,cc-by,900,1300171,2023-06-22,2023
10.1016/j.jcv.2023.105420,,elsevier,Journal of Clinical Virology,transformative,2023-04-01,hybrid,cc-by,3250,1292170,2023-06-22,2023
10.1016/j.isci.2023.106348,OPP1128871,elsevier,iScience,gold,2023-04-01,gold,cc-by,3000,1292170,2023-06-22,2023
10.1016/j.isci.2023.106345,,elsevier,iScience,gold,2023-04-01,gold,cc-by,3000,1292170,2023-06-22,2023
10.1016/j.lana.2023.100477,OPP1132415,elsevier,The Lancet Regional Health - Americas,gold,2023-04-01,gold,cc-by,4000,1292170,2023-06-22,2023
10.1016/j.celrep.2023.112307,,elsevier,Cell Reports,gold,2023-04-01,gold,cc-by,5200,1292170,2023-06-22,2023
10.1016/j.vaccine.2023.03.007,,elsevier,Vaccine,transformative,2023-04-01,hybrid,cc-by,3350,1292170,2023-06-22,2023
10.1016/j.vaccine.2023.03.035,INV-027420,elsevier,Vaccine,transformative,2023-04-01,hybrid,cc-by,3350,1292170,2023-06-22,2023
10.1016/j.celrep.2023.112308,,elsevier,Cell Reports,gold,2023-04-01,gold,cc-by,5200,1292170,2023-06-22,2023
10.1016/j.ecoenv.2023.114814,INV-016826,elsevier,Ecotoxicology and Environmental Safety,gold,2023-04-01,gold,cc-by-nc-nd,2700,1292170,2023-06-22,2023
10.1371/journal.pone.0283160,,plos,PLOS ONE,gold,2023-03-31,gold,cc-by,1810,PAB 356702.00,2023-05-25,2023
10.1080/23288604.2023.2186824,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-03-31,gold,cc-by,740,6687312924,2023-05-10,2023
10.1016/j.ijid.2023.02.005,INV-007927,elsevier,International Journal of Infectious Diseases,gold,2023-03-31,gold,cc-by,2200,1289170,2023-03-08,2023
10.1186/s12916-023-02792-z,INV-007610;OPP1088264,springer/nature/bmc,BMC Medicine,gold,2023-03-31,gold,cc-by,3765,6106600368,2022-08-29,2022
10.1111/mcn.13495,OPP1163259,wiley,Maternal &amp; Child Nutrition,gold,2023-03-31,gold,cc-by,3400,5676060,2023-04-09,2023
10.1111/mcn.13509,OPP1171060,wiley,Maternal &amp; Child Nutrition,gold,2023-03-31,gold,cc-by,3400,5676060,2023-04-09,2023
10.1186/s12916-023-02787-w,INV-007610,springer/nature/bmc,BMC Medicine,gold,2023-03-31,gold,cc-by,3560,6106653041,2023-04-04,2023
10.1002/cam4.5851,OPP1053353,wiley,Cancer Medicine,gold,2023-03-31,gold,cc-by,4070,6289989,2023-06-09,2023
10.1371/journal.pgph.0001780,INV-009814,plos,PLOS Global Public Health,gold,2023-03-31,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.3389/fsoil.2023.1125604,,frontiers,Frontiers in Soil Science,gold,2023-03-30,gold,cc-by,960,2023-0911669-2,2023-04-09,2023
10.3389/fgwh.2023.1060857,,frontiers,Frontiers in Global Women's Health,gold,2023-03-30,gold,cc-by,960,2023-0887541-1,2023-03-08,2023
10.1016/j.agsy.2023.103618,INV-029117,elsevier,Agricultural Systems,transformative,2023-03-30,hybrid,cc-by,3820,1289170,2023-03-08,2023
10.2196/39383,OPP1199193,jmir publications inc.,JMIR Formative Research,gold,2023-03-30,gold,cc-by,2500,FORMATIVE-39383-APF-0049132,2022-12-12,2022
10.3389/fgwh.2023.1117849,INV-009814,frontiers,Frontiers in Global Women's Health,gold,2023-03-30,gold,cc-by,2080,2023-0911669-2,2023-04-09,2023
10.3389/fpubh.2023.1152659,INV-042392,frontiers,Frontiers in Public Health,gold,2023-03-30,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.3390/tropicalmed8040201,OPP1210762,mdpi,Tropical Medicine and Infectious Disease,gold,2023-03-29,gold,cc-by,1530,BMGF_Q1.2023,2023-04-09,2023
10.1371/journal.pgph.0001289,INV-001411,plos,PLOS Global Public Health,gold,2023-03-29,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.3390/metabo13040489,OPP1138727,mdpi,Metabolites,gold,2023-03-29,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.12688/gatesopenres.14406.1,,f1000 research ltd,Gates Open Research,gold,2023-03-28,gold,cc-by,1150,6686128125,2023-04-09,2023
10.3389/frwa.2023.1048772,OPP1191625,frontiers,Frontiers in Water,gold,2023-03-28,gold,cc-by,1260,2023-0911669-2,2023-04-09,2023
10.3390/jpm13040588,INV-036801,mdpi,Journal of Personalized Medicine,gold,2023-03-28,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.3389/fped.2023.1141894,OPP1128907,frontiers,Frontiers in Pediatrics,gold,2023-03-28,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.1093/hr/uhad055,OPP1199872,oxford university press,Horticulture Research,gold,2023-03-28,gold,cc-by,2660,E16104374,2023-05-21,2023
10.1038/s41467-023-37263-9,OPP1210659;OPP1125410,springer/nature/bmc,Nature Communications,gold,2023-03-28,gold,cc-by,5290,1452407921,2023-03-30,2023
10.1371/journal.pgen.1010387,OPP1151836,plos,PLOS Genetics,gold,2023-03-27,gold,cc-by,2660,PAB 356702.00,2023-05-25,2023
10.1371/journal.pone.0282209,,plos,PLOS ONE,gold,2023-03-27,gold,cc-by,1810,PAB 356702.00,2023-05-25,2023
10.3390/nu15071629,OPP1190179,mdpi,Nutrients,gold,2023-03-27,gold,cc-by,2550,BMGF_Q1.2023,2023-04-09,2023
10.4269/ajtmh.22-0763,OPP1187628,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-03-27,hybrid,cc-by,2500,TROP62910,2023-03-08,2023
10.1021/acsenvironau.2c00067,INV-008433,american chemical society,ACS Environmental Au,gold,2023-03-27,gold,cc-by,3000,APC600404418,2023-04-04,2023
10.12688/gatesopenres.14155.3,INV-015823,f1000 research ltd,Gates Open Research,gold,2023-03-27,gold,cc-by,1150,6686127538,2022-12-05,2022
10.1038/s43856-023-00274-0,INV-002562,springer/nature/bmc,Communications Medicine,gold,2023-03-25,gold,cc-by,3470,2939004969,2023-05-10,2023
10.1186/s12936-023-04514-5,INV-007155,springer/nature/bmc,Malaria Journal,gold,2023-03-25,gold,cc-by,2770,6106651180,2023-03-23,2023
10.3390/vaccines11040729,INV-038163,mdpi,Vaccines,gold,2023-03-25,gold,cc-by,1440,BMGF_Q1.2023,2023-04-09,2023
10.3389/fpubh.2023.1098419,INV-009333,frontiers,Frontiers in Public Health,gold,2023-03-24,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.3389/frfst.2023.1072872,INV-003012,frontiers,Frontiers in Food Science and Technology,gold,2023-03-24,gold,cc-by,2080,2023-0911669-2,2023-04-09,2023
10.1038/s41598-023-31116-7,OPP1131603,springer/nature/bmc,Scientific Reports,gold,2023-03-24,gold,cc-by,2470,1452400711,2023-03-20,2023
10.1021/jacs.2c13525,INV-003561,american chemical society,Journal of the American Chemical Society,transformative,2023-03-24,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1111/mcn.13504,OPP1190179,wiley,Maternal &amp; Child Nutrition,gold,2023-03-24,gold,cc-by,3300,5676060,2023-04-09,2023
10.1371/journal.pgph.0001618,INV-022420,plos,PLOS Global Public Health,gold,2023-03-24,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.3389/fpubh.2023.1093264,INV-005834,frontiers,Frontiers in Public Health,gold,2023-03-22,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1186/s12978-022-01557-w,OPP1163221;OPP1107597,springer/nature/bmc,Reproductive Health,gold,2023-03-22,gold,cc-by,2500,030823BM,2023-03-14,2023
10.3389/fgwh.2023.1059408,OPP1195232,frontiers,Frontiers in Global Women's Health,gold,2023-03-22,gold,cc-by,2080,2023-0911669-2,2023-04-09,2023
10.1016/s2214-109x(23)00045-1,INV-001754,elsevier,The Lancet Global Health,gold,2023-03-22,gold,cc-by,5000,1292170,2023-06-22,2023
10.1016/s2214-109x(23)00043-8,,elsevier,The Lancet Global Health,gold,2023-03-22,gold,cc-by,5500,1292170,2023-06-22,2023
10.3389/fitd.2023.1097189,OPP1148615,frontiers,Frontiers in Tropical Diseases,gold,2023-03-21,gold,cc-by,2080,2023-0887541-1,2023-03-08,2023
10.1371/journal.pmed.1004169,INV-024432,plos,PLOS Medicine,gold,2023-03-21,gold,cc0,5300,PAB 354407.00,2023-04-14,2023
10.1136/bmj-2021-068279,INV-002426,bmj,BMJ,hybrid,2023-03-20,hybrid,cc-by,3620,BD0351513,2023-04-21,2023
10.1136/bmj-2021-068280,INV-002426,bmj,BMJ,hybrid,2023-03-20,hybrid,cc-by-nc,3620,BD0351513,2023-04-21,2023
10.1136/bmj-2022-072343,INV-002426,bmj,BMJ,hybrid,2023-03-20,hybrid,cc-by-nc,3620,BD0351513,2023-04-21,2023
10.12688/gatesopenres.14499.1,INV-005776;INV-016221;INV-003601;INV-041999,f1000 research ltd,Gates Open Research,gold,2023-03-20,gold,cc-by,850,6686128125,2023-04-09,2023
10.3389/fsoil.2023.1152524,OPPGD1398,frontiers,Frontiers in Soil Science,gold,2023-03-20,gold,cc-by,2080,2023-0911669-2,2023-04-09,2023
10.1371/journal.pgph.0001612,OPP1126780,plos,PLOS Global Public Health,gold,2023-03-20,gold,cc-by,2100,PAB 356702.00,2023-05-25,2023
10.1186/s12284-023-00631-6,OPP1088843,springer/nature/bmc,Rice,gold,2023-03-17,gold,cc-by,2970,6106649179,2023-03-20,2023
10.1371/journal.pone.0282996,OPP1084560,plos,PLOS ONE,gold,2023-03-17,gold,cc-by,1750,PAB 356702.00,2023-05-25,2023
10.3389/fpls.2023.1143512,INV-037010,frontiers,Frontiers in Plant Science,gold,2023-03-17,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1016/j.ijid.2023.01.034,OPP1155935,elsevier,International Journal of Infectious Diseases,gold,2023-03-17,gold,cc-by,2200,1289170,2023-03-08,2023
10.1186/s12936-023-04525-2,INV-003212,springer/nature/bmc,Malaria Journal,gold,2023-03-17,gold,cc-by,2770,6106650059,2023-03-20,2023
10.3389/fsufs.2023.1129807,OPP1019962,frontiers,Frontiers in Sustainable Food Systems,gold,2023-03-16,gold,cc-by,2080,2023-0887541-1,2023-03-08,2023
10.2196/39777,OPP1199193,jmir publications inc.,JMIR Formative Research,gold,2023-03-16,gold,cc-by,2680,FORMATIVE-39777-APF-0049221,2022-12-16,2022
10.3389/fgene.2023.1128182,,frontiers,Frontiers in Genetics,gold,2023-03-16,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1038/s41467-023-36921-2,OPP1156051;OPP1054480,springer/nature/bmc,Nature Communications,gold,2023-03-16,gold,cc-by,6290,1452400712,2023-03-14,2023
10.3389/fanim.2023.1119786,,frontiers,Frontiers in Animal Science,gold,2023-03-15,gold,cc-by,1260,2023-0887541-1,2023-03-08,2023
10.3389/fgwh.2023.1028273,,frontiers,Frontiers in Global Women's Health,gold,2023-03-15,gold,cc-by,2080,2023-0887541-1,2023-03-08,2023
10.3390/su15065229,OPP113147020,mdpi,Sustainability,gold,2023-03-15,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.3389/fimmu.2023.1146702,,frontiers,Frontiers in Immunology,gold,2023-03-15,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.3389/fpls.2023.1105079,OPP1213329,frontiers,Frontiers in Plant Science,gold,2023-03-15,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.3389/fgwh.2023.942418,,frontiers,Frontiers in Global Women's Health,gold,2023-03-15,gold,cc-by,1900,2023-0887541-1,2023-03-08,2023
10.3389/fpubh.2023.1106548,INV-003316,frontiers,Frontiers in Public Health,gold,2023-03-15,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1021/acs.molpharmaceut.3c00072,OPP1160404,american chemical society,Molecular Pharmaceutics,transformative,2023-03-15,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1111/mcn.13487,INV-008600,wiley,Maternal &amp; Child Nutrition,gold,2023-03-15,gold,cc-by,3400,5676060,2023-04-09,2023
10.3389/fpls.2023.1056603,OPP1199467,frontiers,Frontiers in Plant Science,gold,2023-03-14,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.1186/s12936-023-04522-5,INV-008483,springer/nature/bmc,Malaria Journal,gold,2023-03-14,gold,cc-by,2770,6106648421,2023-03-14,2023
10.1371/journal.pone.0280748,OPP1192640,plos,PLOS ONE,gold,2023-03-14,gold,cc-by,1810,PAB 354406.00,2023-04-14,2023
10.1371/journal.pntd.0011148,OPP1129535,plos,PLOS Neglected Tropical Diseases,gold,2023-03-14,gold,cc-by,2500,PAB 356703.00,2023-05-25,2023
10.1002/psp4.12899,,wiley,CPT: Pharmacometrics &amp; Systems Pharmacology,gold,2023-03-14,gold,cc-by,3750,5676060,2023-04-09,2023
10.2196/39775,OPP1199193,jmir publications inc.,JMIR Formative Research,gold,2023-03-14,gold,cc-by,2680,FORMATIVE-39775-APF-0049133,2022-12-16,2022
10.1001/jamanetworkopen.2023.2937,INV-005254,american medical association (ama),JAMA Network Open,gold,2023-03-14,gold,cc-by-nc-nd,3000,APC600387550,2023-02-06,2023
10.1021/acs.langmuir.2c03349,INV-016631,american chemical society,Langmuir,transformative,2023-03-14,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1002/psp4.12892,OPP1191117,wiley,CPT: Pharmacometrics &amp; Systems Pharmacology,gold,2023-03-14,gold,cc-by,3200,5676060,2023-04-09,2023
10.3390/ijms24065444,INV-033236,mdpi,International Journal of Molecular Sciences,gold,2023-03-13,gold,cc-by,2180,BMGF_Q1.2023,2023-04-09,2023
10.3390/mps6020030,OPP1148892,mdpi,Methods and Protocols,gold,2023-03-13,gold,cc-by,1570,BMGF_Q1.2023,2023-04-09,2023
10.3389/fcimb.2023.1108923,INV-036234,frontiers,Frontiers in Cellular and Infection Microbiology,gold,2023-03-13,gold,cc-by,3230,2023-0911669-2,2023-04-09,2023
10.3390/ijms24065489,INV-017062;INV-01620,mdpi,International Journal of Molecular Sciences,gold,2023-03-13,gold,cc-by,2350,BMGF_Q1.2023,2023-04-09,2023
10.3389/fmicb.2023.1106543,,frontiers,Frontiers in Microbiology,gold,2023-03-13,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1016/j.neuroimage.2023.119926,OPP1144,elsevier,NeuroImage,gold,2023-03-13,gold,cc-by,3450,1289170,2023-03-08,2023
10.1371/journal.pgph.0000493,OPP1192640,plos,PLOS Global Public Health,gold,2023-03-13,gold,cc-by,2100,PAB 356703.00,2023-05-25,2023
10.1371/journal.pgph.0001353,INV-002975,plos,PLOS Global Public Health,gold,2023-03-13,gold,cc-by,2100,PAB 356703.00,2023-05-25,2023
10.3390/nu15061377,,mdpi,Nutrients,gold,2023-03-12,gold,cc-by,2550,BMGF_Q1.2023,2023-04-09,2023
10.12688/gatesopenres.13200.2,OPP1133423,f1000 research ltd,Gates Open Research,gold,2023-03-10,gold,cc-by,1150,6686124820,2021-06-14,2021
10.1038/s41541-023-00624-y,OPP1195433,springer/nature/bmc,npj Vaccines,gold,2023-03-10,gold,cc-by,3570,1452396885,2023-03-08,2023
10.1371/journal.pone.0282493,OPP1134098,plos,PLOS ONE,gold,2023-03-10,gold,cc-by,1810,PAB 356702.00,2023-05-25,2023
10.1016/j.jviromet.2023.114677,OPP1180423_20,elsevier,Journal of Virological Methods,transformative,2023-03-10,hybrid,cc-by,3030,1284170,2023-02-06,2023
10.3389/fpls.2023.1020667,OPP1134248;INV-008091,frontiers,Frontiers in Plant Science,gold,2023-03-10,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1038/s41746-023-00774-2,OPP1107597;INV-000368,springer/nature/bmc,npj Digital Medicine,gold,2023-03-09,gold,cc-by,2970,6106645624,2023-03-01,2023
10.3390/rs15061489,,mdpi,Remote Sensing,gold,2023-03-08,gold,cc-by,2450,BMGF_Q1.2023,2023-04-09,2023
10.1002/psp4.12934,INV-007625,wiley,CPT: Pharmacometrics &amp; Systems Pharmacology,gold,2023-03-08,gold,cc-by,3750,5676060,2023-04-09,2023
10.1186/s12916-023-02798-7,INV-016826,springer/nature/bmc,BMC Medicine,gold,2023-03-08,gold,cc-by,3770,6106646923,2023-03-08,2023
10.1186/s12879-023-08105-2,OPP1151153,springer/nature/bmc,BMC Infectious Diseases,gold,2023-03-08,gold,cc-by,2490,6106647310,2023-03-08,2023
10.1371/journal.pgph.0000909,OPP1152764,plos,PLOS Global Public Health,gold,2023-03-08,gold,cc-by,2100,PAB 356703.00,2023-05-25,2023
10.3390/vaccines11030608,,mdpi,Vaccines,gold,2023-03-07,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.1186/s43058-023-00400-y,INV-032486,springer/nature/bmc,Implementation Science Communications,gold,2023-03-07,gold,cc-by,1670,6106645655,2023-03-01,2023
10.1021/acsptsci.2c00225,OPP1174957;OPP1035218;OPP1069415;OPP1008376,american chemical society,ACS Pharmacology &amp; Translational Science,transformative,2023-03-07,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.3389/fpubh.2023.1037699,OPP1134345,frontiers,Frontiers in Public Health,gold,2023-03-07,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1371/journal.pone.0281074,OPP1141535,plos,PLOS ONE,gold,2023-03-06,gold,cc-by,1750,PAB 356703.00,2023-05-25,2023
10.1038/s41562-023-01540-w,OPP1144,springer/nature/bmc,Nature Human Behaviour,transformative,2023-03-06,hybrid,cc-by,11690,1452384423,2023-02-11,2023
10.1038/s41477-023-01362-8,OPP1210659;OPP1125410,springer/nature/bmc,Nature Plants,transformative,2023-03-06,hybrid,cc-by,10690,1452388744,2023-02-23,2023
10.3389/fimmu.2023.1102344,OPP1083888,frontiers,Frontiers in Immunology,gold,2023-03-06,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1371/journal.pntd.0011156,OPP1127988,plos,PLOS Neglected Tropical Diseases,gold,2023-03-06,gold,cc-by,2500,PAB 356702.00,2023-05-25,2023
10.3390/genes14030637,,mdpi,Genes,gold,2023-03-03,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.3389/fpubh.2023.1094859,INV-018913,frontiers,Frontiers in Public Health,gold,2023-03-03,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1097/md.0000000000032954,INV-008443,wolters kluwer,Medicine,gold,2023-03-03,gold,cc-by-nc,1950,APC600385234,2023-01-30,2023
10.7189/iogh.13.06006,,international society of global health,Journal of Global Health,gold,2023-03-02,gold,cc-by,2670,829,2023-01-23,2023
10.3389/fimmu.2023.1125102,OPP1112376,frontiers,Frontiers in Immunology,gold,2023-03-02,gold,cc-by,2020,2023-0887541-1,2023-03-08,2023
10.3389/fmolb.2023.1085887,OPP1217652,frontiers,Frontiers in Molecular Biosciences,gold,2023-03-02,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1371/journal.pgph.0001670,OPP1176156,plos,PLOS Global Public Health,gold,2023-03-02,gold,cc-by,2100,PAB 356703.00,2023-05-25,2023
10.1016/j.immuni.2023.02.005,,elsevier,Immunity,transformative,2023-03-01,hybrid,cc-by-nc-nd,8900,1289170,2023-03-08,2023
10.1016/j.isci.2023.106123,OPP1119434,elsevier,iScience,gold,2023-03-01,gold,cc-by-nc-nd,3000,1289170,2023-03-08,2023
10.1016/j.cdnut.2023.100053,OPP1169033,elsevier,Current Developments in Nutrition,gold,2023-03-01,gold,cc-by,2200,OAD0000283484,2023-03-01,2023
10.1016/j.vaccine.2023.02.028,INV-005318,elsevier,Vaccine,transformative,2023-03-01,hybrid,cc-by,3350,1289170,2023-03-08,2023
10.1016/j.vaccine.2023.02.032,INV-040729,elsevier,Vaccine,transformative,2023-03-01,hybrid,cc-by,3350,1289170,2023-03-08,2023
10.1016/s2214-109x(23)00007-4,OPP1152504,elsevier,The Lancet Global Health,gold,2023-03-01,gold,cc-by,5000,1284170,2023-02-06,2023
10.1016/j.stemcr.2023.01.011,INV-018944,elsevier,Stem Cell Reports,gold,2023-03-01,gold,cc-by,3800,1289170,2023-03-08,2023
10.1186/s12887-022-03800-6,OPP1146808,springer/nature/bmc,BMC Pediatrics,gold,2023-03-01,gold,cc-by,1020,1452367529,2023-01-20,2023
10.1016/j.ijid.2022.12.036,INV-032725,elsevier,International Journal of Infectious Diseases,gold,2023-03-01,gold,cc-by,2200,1284170,2023-02-06,2023
10.1016/j.cmi.2022.10.011,OPP1195433,elsevier,Clinical Microbiology and Infection,transformative,2023-03-01,hybrid,cc-by,3890,1268170,2022-12-05,2022
10.1002/jaa2.42,OPP11863,wiley,Journal of the Agricultural and Applied Economics Association,hybrid,2023-03-01,hybrid,cc-by,2500,5676060,2023-04-09,2023
10.1002/jia2.26058,INV-001423,wiley,Journal of the International AIDS Society,gold,2023-03-01,gold,cc-by,2600,5676060,2023-04-09,2023
10.1002/jia2.26066,,wiley,Journal of the International AIDS Society,gold,2023-03-01,gold,cc-by,2600,5676060,2023-04-09,2023
10.1016/j.lanwpc.2022.100639,INV-034554,elsevier,The Lancet Regional Health - Western Pacific,gold,2023-03-01,gold,cc-by,3860,1268170,2022-12-05,2022
10.1016/j.lanwpc.2022.100651,OPP1116833,elsevier,The Lancet Regional Health - Western Pacific,gold,2023-03-01,gold,cc-by,3860,1268170,2022-12-05,2022
10.1016/j.eclinm.2023.101848,OPP1158136,elsevier,eClinicalMedicine,gold,2023-03-01,gold,cc-by,4500,1284170,2023-02-06,2023
10.1016/j.eclinm.2023.101838,OPP1131320,elsevier,eClinicalMedicine,gold,2023-03-01,gold,cc-by,1710,1284170,2023-02-06,2023
10.1016/j.lanwpc.2022.100666,OPP1216660;INV-034554,elsevier,The Lancet Regional Health - Western Pacific,gold,2023-03-01,gold,cc-by,3500,1274170,2023-01-05,2023
10.4269/ajtmh.22-0573,OPP1187628,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-03-01,hybrid,cc-by,2500,TROP62050,2022-12-12,2022
10.4269/ajtmh.22-0427,INV-000508;INV-026705,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-03-01,hybrid,cc-by,2500,TROP62040,2022-12-12,2022
10.1016/j.idm.2023.01.003,INV-005834,elsevier,Infectious Disease Modelling,gold,2023-03-01,gold,cc-by,1000,1284170,2023-02-06,2023
10.1016/j.idm.2023.01.004,INV-005834,elsevier,Infectious Disease Modelling,gold,2023-03-01,gold,cc-by,1000,1284170,2023-02-06,2023
10.1016/j.lanwpc.2022.100679,INV-016826,elsevier,The Lancet Regional Health - Western Pacific,gold,2023-03-01,gold,cc-by,3500,1284170,2023-02-06,2023
10.1016/j.ejps.2023.106376,INV-000613;INV-008612;INV-007625,elsevier,European Journal of Pharmaceutical Sciences,gold,2023-03-01,gold,cc-by,2300,1284170,2023-02-06,2023
10.1016/j.gfs.2022.100664,OPP1177007,elsevier,Global Food Security,transformative,2023-03-01,hybrid,cc-by,3840,1274170,2023-01-05,2023
10.1038/s41556-023-01095-y,INV-037420,springer/nature/bmc,Nature Cell Biology,transformative,2023-03-01,hybrid,cc-by,11690,1452387252,2023-02-20,2023
10.1136/bmjopen-2022-064710,OPP1151682;OPP1199624,bmj,BMJ Open,gold,2023-03-01,gold,cc-by,2400,APC600393252,2023-02-23,2023
10.1136/bmjgh-2023-011815,INV-004506,bmj,BMJ Global Health,gold,2023-03-01,gold,cc-by,2200,APC600393822,2023-03-01,2023
10.1136/bmjopen-2022-063354,OPP1179252,bmj,BMJ Open,gold,2023-03-01,gold,cc-by,2390,APC600394795,2023-03-01,2023
10.1136/bmjopen-2022-067377,INV-019313,bmj,BMJ Open,gold,2023-03-01,gold,cc-by,2410,APC600395052,2023-03-01,2023
10.7554/elife.80741,OPP1172165,"elife sciences publications, ltd",eLife,gold,2023-03-01,gold,cc-by,3000,P010649,2023-03-08,2023
10.1016/j.gfs.2023.100676,OPP1134248,elsevier,Global Food Security,transformative,2023-03-01,hybrid,cc-by,3650,1289170,2023-03-08,2023
10.1016/j.worlddev.2023.106197,OPP1035143,elsevier,World Development,transformative,2023-03-01,hybrid,cc-by,3760,1289170,2023-03-08,2023
10.1016/j.socscimed.2023.115765,INV-009058,elsevier,Social Science &amp; Medicine,transformative,2023-03-01,hybrid,cc-by,3360,1289170,2023-03-08,2023
